"HGNC symbol","Aliases","Common name","Description","Cytogenetic Location","OMIM","Ensembl","UniProt/Swiss-Prot","Entrez Gene","UniGene"
"SOD1","ALS; SOD; ALS1; IPOA; hSod1; HEL-S-44; homodimer","superoxide dismutase 1","The protein encoded by this gene binds copper and zinc ions and is one of two isozymes responsible for destroying free superoxide radicals in the body. The encoded isozyme is a soluble cytoplasmic protein, acting as a homodimer to convert naturally-occuring but harmful superoxide radicals to molecular oxygen and hydrogen peroxide. The other isozyme is a mitochondrial protein. Mutations in this gene have been implicated as causes of familial amyotrophic lateral sclerosis. Rare transcript variants have been reported for this gene. [provided by RefSeq, Jul 2008]","21q22.11","147450","ENSG00000142168","SODC_HUMAN","6647","443914"
"SOD2","IPOB; IPO-B; MNSOD; MVCD6; Mn-SOD","superoxide dismutase 2","This gene is a member of the iron/manganese superoxide dismutase family. It encodes a mitochondrial protein that forms a homotetramer and binds one manganese ion per subunit. This protein binds to the superoxide byproducts of oxidative phosphorylation and converts them to hydrogen peroxide and diatomic oxygen. Mutations in this gene have been associated with idiopathic cardiomyopathy (IDC), premature aging, sporadic motor neuron disease, and cancer. Alternative splicing of this gene results in multiple transcript variants. A related pseudogene has been identified on chromosome 1. [provided by RefSeq, Apr 2016]","6q25.3","147460","ENSG00000112096","A0A0C4DFU1_HUMAN","6648","487046"
"SOD3","EC-SOD","superoxide dismutase 3","This gene encodes a member of the superoxide dismutase (SOD) protein family. SODs are antioxidant enzymes that catalyze the conversion of superoxide radicals into hydrogen peroxide and oxygen, which may protect the brain, lungs, and other tissues from oxidative stress. Proteolytic processing of the encoded protein results in the formation of two distinct homotetramers that differ in their ability to interact with the extracellular matrix (ECM). Homotetramers consisting of the intact protein, or type C subunit, exhibit high affinity for heparin and are anchored to the ECM. Homotetramers consisting of a proteolytically cleaved form of the protein, or type A subunit, exhibit low affinity for heparin and do not interact with the ECM. A mutation in this gene may be associated with increased heart disease risk. [provided by RefSeq, Oct 2015]","4p15.2","185490","ENSG00000109610","A0A140VJU8_HUMAN","6649","2420"
"SORCS1","hSorCS","sortilin related VPS10 domain containing receptor 1","This gene encodes one family member of vacuolar protein sorting 10 (VPS10) domain-containing receptor proteins. The VPS10 domain name comes from the yeast carboxypeptidase Y sorting receptor Vps10 protein. Members of this gene family are large with many exons but the CDS lengths are usually less than 3700 nt. Very large introns typically separate the exons encoding the VPS10 domain; the remaining exons are separated by much smaller-sized introns. These genes are strongly expressed in the central nervous system. Two of the five family members (sortilin and sortilin-related receptor) are synthesized as preproproteins; it is not yet known if this encoded protein is also a preproprotein. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]","10q25.1","606283","ENSG00000108018","A8K182_HUMAN","114815","591915"
"SORCS2","","sortilin related VPS10 domain containing receptor 2","This gene encodes one family member of vacuolar protein sorting 10 (VPS10) domain-containing receptor proteins. The VPS10 domain name comes from the yeast carboxypeptidase Y sorting receptor Vps10 protein. Members of this gene family are large with many exons but the CDS lengths are usually less than 3700 nt. Very large introns typically separate the exons encoding the VPS10 domain; the remaining exons are separated by much smaller-sized introns. These genes are strongly expressed in the central nervous system. [provided by RefSeq, Jul 2008]","4p16.1","606284","ENSG00000184985","SORC2_HUMAN","57537","479099"
"SOS1","GF1; HGF; NS4; GGF1; GINGF","SOS Ras/Rac guanine nucleotide exchange factor 1","This gene encodes a protein that is a guanine nucleotide exchange factor for RAS proteins, membrane proteins that bind guanine nucleotides and participate in signal transduction pathways. GTP binding activates and GTP hydrolysis inactivates RAS proteins. The product of this gene may regulate RAS proteins by facilitating the exchange of GTP for GDP. Mutations in this gene are associated with gingival fibromatosis 1 and Noonan syndrome type 4. [provided by RefSeq, Jul 2008]","2p22.1","182530","ENSG00000115904","G5E9C8_HUMAN","6654","709893"
"SOX5","L-SOX5; LAMSHF; L-SOX5B; L-SOX5F","SRY-box 5","This gene encodes a member of the SOX (SRY-related HMG-box) family of transcription factors involved in the regulation of embryonic development and in the determination of the cell fate. The encoded protein may act as a transcriptional regulator after forming a protein complex with other proteins. The encoded protein may play a role in chondrogenesis. A pseudogene of this gene is located on chromosome 8. Multiple transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]","12p12.1","604975","ENSG00000134532","A0A024RB06_HUMAN","6660","434948"
"SPIB","SPI-B","Spi-B transcription factor","The protein encoded by this gene is a transcriptional activator that binds to the PU-box (5'-GAGGAA-3') and acts as a lymphoid-specific enhancer. Four transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2011]","19q13.33","606802","ENSG00000269404","A0A024R4I5_HUMAN","6689","437905"
"SREBF1","SREBP1; bHLHd1; SREBP1a; SREBP-1c","sterol regulatory element binding transcription factor 1","This gene encodes a transcription factor that binds to the sterol regulatory element-1 (SRE1), which is a decamer flanking the low density lipoprotein receptor gene and some genes involved in sterol biosynthesis. The protein is synthesized as a precursor that is attached to the nuclear membrane and endoplasmic reticulum. Following cleavage, the mature protein translocates to the nucleus and activates transcription by binding to the SRE1. Sterols inhibit the cleavage of the precursor, and the mature nuclear form is rapidly catabolized, thereby reducing transcription. The protein is a member of the basic helix-loop-helix-leucine zipper (bHLH-Zip) transcription factor family. This gene is located within the Smith-Magenis syndrome region on chromosome 17. [provided by RefSeq, Mar 2016]","17p11.2","184756","ENSG00000072310","A8MTU8_HUMAN","6720","592123"
"SRXN1","SRX; Npn3; SRX1; C20orf139","sulfiredoxin 1","","20p13","","ENSG00000271303","SRXN1_HUMAN","140809","516830"
"SSBP3","CSDP; SSDP; SSDP1","single stranded DNA binding protein 3","","1p32.3","607390","ENSG00000157216","Q9NW25_HUMAN","23648","476706"
"SSTR3","SS3R; SS3-R; SS-3-R; SSR-28","somatostatin receptor 3","This gene encodes a member of the somatostatin receptor protein family. Somatostatins are peptide hormones that regulate diverse cellular functions such as neurotransmission, cell proliferation, and endocrine signaling as well as inhibiting the release of many hormones and other secretory proteins. Somatostatin has two active forms of 14 and 28 amino acids. The biological effects of somatostatins are mediated by a family of G-protein coupled somatostatin receptors that are expressed in a tissue-specific manner. Somatostatin receptors form homodimers and heterodimers with other members of the superfamily as well as with other G-protein coupled receptors and receptor tyrosine kinases. This protein is functionally coupled to adenylyl cyclase. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]","22q13.1","182453","ENSG00000278195","SSR3_HUMAN","6753","225995"
"ST3GAL3","ST3N; MRT12; SIAT6; EIEE15; ST3GALII; ST3GalIII","ST3 beta-galactoside alpha-2,3-sialyltransferase 3","The protein encoded by this gene is a type II membrane protein that catalyzes the transfer of sialic acid from CMP-sialic acid to galactose-containing substrates. The encoded protein is normally found in the Golgi apparatus but can be proteolytically processed to a soluble form. This protein is a member of glycosyltransferase family 29. Mutations in this gene have been associated with autosomal recessive nonsymdromic mental retardation-12 (MRT12). Multiple transcript variants encoding several different isoforms have been found for this gene. [provided by RefSeq, Jul 2012]","1p34.1","606494","ENSG00000126091","B4DX62_HUMAN","6487","597915"
"ST6GAL1","ST6N; SIAT1; ST6GalI","ST6 beta-galactoside alpha-2,6-sialyltransferase 1","This gene encodes a member of glycosyltransferase family 29. The encoded protein is a type II membrane protein that catalyzes the transfer of sialic acid from CMP-sialic acid to galactose-containing substrates. The protein, which is normally found in the Golgi but can be proteolytically processed to a soluble form, is involved in the generation of the cell-surface carbohydrate determinants and differentiation antigens HB-6, CD75, and CD76. This gene has been incorrectly referred to as CD75. Three transcript variants encoding two different isoforms have been described. [provided by RefSeq, Aug 2009]","3q27.3","109675","ENSG00000073849","SIAT1_HUMAN","6480","207459"
"STARD13","DLC2; GT650; ARHGAP37; LINC00464","StAR related lipid transfer domain containing 13","This gene encodes a protein which contains an N-terminal sterile alpha motif (SAM) for protein-protein interactions, followed by an ATP/GTP-binding motif, a GTPase-activating protein (GAP) domain, and a C-terminal STAR-related lipid transfer (START) domain. It may be involved in regulation of cytoskeletal reorganization, cell proliferation, and cell motility, and acts as a tumor suppressor in hepatoma cells. The gene is located in a region of chromosome 13 that is associated with loss of heterozygosity in hepatocellular carcinomas. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Aug 2011]","13q13.1-q13.2","609866","ENSG00000133121","A0A024RDV4_HUMAN","90627","156551"
"STK24","MST3; STK3; MST3B; STE20; HEL-S-95","serine/threonine kinase 24","This gene encodes a serine/threonine protein kinase that functions upstream of mitogen-activated protein kinase (MAPK) signaling. The encoded protein is cleaved into two chains by caspases; the N-terminal fragment (MST3/N) translocates to the nucleus and promotes programmed cells death. There is a pseudogene for this gene on chromosome X. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2013]","13q32.2","604984","ENSG00000102572","B4DR80_HUMAN","8428","508514"
"STX8","CARB","syntaxin 8","The gene is a member of the syntaxin family. The encoded protein is involved in protein trafficking from early to late endosomes via vesicle fusion and exocytosis. A related pseudogene has been identified on chromosome 12. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2010]","17p13.1","604203","ENSG00000170310","STX8_HUMAN","9482","431109"
